flood,severity,location lat,location long,source,rainfall mm,river level m,wind speed kmh,temperature c,humidity percent,soil moisture percent,urban area,drainage index,available ambulance,available rescue teams,available medical kits,nearest hospital distance km,evacuation centres open
No,Extreme,16.131108,70.565958,IMD,41.57,4.76,97.51,17.3,40.89,41.15,0,0.498,16,12,140,20.94,1
Yes,Extreme,21.138656,93.280407,NGO Report,415.74,8.19,18.47,41.21,79.61,94.46,1,0.274,16,7,91,22.11,3
Yes,High,24.418057,95.561437,NGO Report,258.57,10.13,23.77,30.3,45.26,12.32,0,0.675,15,6,198,22.23,0
Yes,Moderate,12.89693,81.45429,IMD,141.37,4.89,144.02,44.44,50.78,93.67,0,0.465,16,9,178,9.44,0
Yes,Moderate,14.969984,92.849501,IMD,101.97,11.4,86.93,14.08,52.08,23.73,0,0.121,2,12,162,9.21,8
No,Extreme,18.342159,77.149555,NGO Report,221.46,8.71,34.21,15.77,73.33,78.98,0,0.677,11,3,198,15.6,10
Yes,Extreme,26.362749,79.68261,IMD,200.31,13.95,64.57,20.53,60.74,44.55,1,0.902,1,3,177,34.79,10
Yes,Low,16.974266,76.668779,IMD,480.33,13,140.14,42.97,23.39,58.86,0,0.335,9,10,7,31.84,2
No,Severe,14.830125,90.430014,NGO Report,121.62,9.88,128.25,15.94,50.29,44.08,0,0.651,6,14,68,9.88,10
No,Severe,36.417108,93.07163,Satellite,399.98,12.16,66.62,23.34,86.07,98.23,0,0.551,9,2,54,9.01,8
No,High,36.357265,78.27509,Citizen Report,104.36,0.94,114.95,11.3,79.93,52.64,0,0.442,1,9,11,33.48,3
Yes,Extreme,20.16534,83.361669,Citizen Report,184.93,11.28,141.04,22.91,45.29,62.49,1,0.911,4,5,71,16.43,2
Yes,Moderate,22.522753,72.940667,IMD,133.93,0.66,72.31,25.33,39.44,87.88,0,0.958,5,9,176,4.93,2
No,High,29.890066,95.283469,Citizen Report,243.81,1.14,76.96,39.45,22.43,73.23,0,0.567,2,1,16,23.11,4
No,Low,34.150557,83.425476,Satellite,121.73,8.5,18,24.45,61.42,23.72,1,0.151,5,13,163,13.38,0
Yes,Moderate,22.530758,76.275049,Local Authority,302.33,2.87,85.38,27.9,27.91,10.94,1,0.065,5,6,51,6.64,8
No,Moderate,29.194561,90.890477,IMD,123.37,9.33,72.85,10.19,30.52,82.65,0,0.696,2,3,93,35.48,2
No,Severe,9.565828,92.741572,Local Authority,352.21,7.09,110.75,15.69,32.55,44.7,1,0.217,0,13,68,30.17,8
Yes,Moderate,13.875747,82.766455,Citizen Report,332.03,4.28,55.73,16.63,47.17,41.21,0,0.668,1,15,32,35.57,2
Yes,Moderate,30.216291,73.648042,Local Authority,93.21,0.96,3.36,43.91,80.58,87.98,0,0.716,14,9,29,48.36,2
No,Severe,31.887451,92.990282,NGO Report,142.71,7.33,81.66,43.71,51.17,40.74,0,0.72,5,9,117,2.75,0
No,Severe,23.75647,92.092021,IMD,273.6,13.43,62.93,15.38,63.27,41.38,0,0.72,16,2,33,1.32,8
No,Low,16.97541,75.417617,NGO Report,478.86,10.21,75.61,42.51,85.33,42.23,0,0.801,6,0,23,25.68,6
Yes,Moderate,9.619844,68.733117,NGO Report,121.25,1.14,100.7,13.8,84.97,98.97,0,0.108,2,14,54,23.36,2
No,Severe,22.945158,70.209329,NGO Report,195.52,0.23,112.55,34.85,80.27,78.78,0,0.504,8,2,162,39.7,4
Yes,Extreme,25.132811,75.259228,Citizen Report,115.37,4.13,58.95,15.18,29.39,69.94,0,0.804,18,4,78,23.49,4
No,Moderate,26.59026,71.607406,Citizen Report,311.77,9.57,71.62,31.46,68.74,65.42,1,0.169,10,4,183,3.31,0
Yes,High,33.635353,96.415036,Local Authority,39.89,0.25,35.92,32.63,33.03,66.7,1,0.22,6,0,143,27.7,1
Yes,Moderate,20.672164,75.255515,NGO Report,383.62,7.61,75.94,15.79,72.87,67.3,0,0.913,4,4,109,47,1
Yes,Severe,19.571931,90.740132,Local Authority,225.27,1.77,59.89,20.2,25.8,75.98,1,0.778,7,3,36,28.07,8
Yes,Severe,32.366365,72.087639,IMD,435.68,13.66,144.28,29.67,63.28,12.33,1,0.253,6,1,122,40.52,8
Yes,Moderate,9.961855,80.43336,Citizen Report,139.37,1.59,38.56,37.98,94.25,46.55,0,0.808,8,6,5,20.5,1
No,Severe,31.195443,93.957726,NGO Report,428.98,11.68,90.25,39.34,55.66,64.7,1,0.702,14,2,98,40.94,6
Yes,High,35.835927,90.72441,Citizen Report,264.4,8.32,113.05,35.61,67.8,48.63,1,0.043,0,8,139,35.6,8
Yes,Low,30.881607,71.753153,Local Authority,306.59,5.08,143.31,30.13,54.1,48.64,0,0.945,10,4,110,39.5,1
No,Moderate,24.197772,80.236568,Satellite,495.3,14.54,8.24,21.47,22.28,18.05,0,0.362,7,13,76,48.51,7
No,High,29.222965,91.573086,Satellite,49.85,10.73,50.48,44.56,30.42,70.79,0,0.146,16,11,98,12.74,7
Yes,Extreme,26.826524,84.375414,IMD,169.46,2.85,50.84,32.15,57.7,84.65,1,0.031,15,13,130,40.05,3
Yes,Extreme,15.029547,83.231791,NGO Report,471.68,11.45,46.27,43.12,61.66,42.31,1,0.71,19,14,198,41.78,0
Yes,High,36.370235,86.584087,Satellite,301.81,4.4,129.37,33.23,80.92,99.22,0,0.026,14,12,148,49.76,9
No,Moderate,10.086695,87.214922,Local Authority,253.38,3.52,134.27,30.38,27.29,91.59,1,0.755,15,0,116,9.91,8
No,Moderate,11.608134,94.158961,Local Authority,77.49,13.01,85.41,12.56,94.43,63.39,0,0.492,20,8,54,47.08,3
No,Low,35.867124,96.303666,IMD,286.07,4.52,17.8,12.52,26.43,77.85,1,0.242,4,14,186,10.47,7
Yes,Moderate,16.749185,81.71835,IMD,321.01,10.8,141.38,42.23,77.23,59.26,1,0.446,18,3,68,10.42,6
Yes,High,17.224298,95.706771,Citizen Report,205.77,11.22,83.94,20.65,29.69,48.03,0,0.146,10,13,155,49.07,10
No,Severe,34.394956,71.506599,IMD,362,9.02,131.7,40.09,86.38,83.04,1,0.31,11,2,99,46.81,4
Yes,Extreme,15.286542,77.970867,Local Authority,355.34,10.74,129.05,36.15,23.26,77.38,0,0.905,6,0,167,27.62,7
Yes,High,29.110552,70.124893,Local Authority,283.75,5.7,147.29,20.86,54.79,37.25,1,0.325,20,6,109,39.45,9
No,Severe,21.087679,79.068568,NGO Report,402.34,4.75,138.98,25.69,99.11,90.24,0,1,7,3,29,25.85,5
No,High,18.947341,92.645576,Satellite,394.22,5.42,80.21,16.73,83.86,16.11,0,0.304,17,13,198,14,1
Yes,Severe,8.551129,74.193002,IMD,376.24,1.15,13.88,21.05,40.58,39.26,1,0.993,17,8,13,5.77,0
Yes,Moderate,32.312463,84.127861,NGO Report,101.46,14.55,138.59,38.34,46.23,58.56,0,0.147,18,15,168,18.68,6
No,High,27.88816,78.653084,Satellite,89.88,14.51,51.53,41.73,86.89,87.93,0,0.355,2,9,61,32.44,3
Yes,Low,8.644199,94.978026,Satellite,453.86,13.12,137.96,38.73,57.68,18,0,0.697,12,9,124,18.02,4
No,Extreme,13.879389,77.291994,Local Authority,35.27,10.44,80.22,10.85,73.77,76.04,0,0.756,14,9,21,10.8,0
Yes,High,24.843451,94.07106,Satellite,109.31,9.75,142.81,25.4,26.77,46.82,1,0.672,3,2,93,25.04,1
Yes,Moderate,33.041348,86.324166,IMD,199.24,11.7,5.46,31.15,20.04,20.5,1,0.982,1,8,30,16.63,7
Yes,High,13.534799,73.835981,Citizen Report,444.92,14.91,118.87,39.48,30.49,22.3,1,0.788,8,12,80,29.82,3
No,High,17.470197,86.44372,NGO Report,155.14,6.27,28.58,41.42,84.13,70.34,0,0.032,4,5,187,31.74,4
No,High,24.794682,95.952699,Local Authority,166.07,11.93,137.84,39.36,27.64,92.34,1,0.872,1,10,142,6.59,7
Yes,High,20.88467,90.059628,Citizen Report,161.87,12.72,69.84,26.28,78.37,72.33,0,0.727,12,13,64,32.57,1
No,High,15.213184,80.43059,Satellite,151.08,2.37,46.22,37.58,61.55,85.59,1,0.139,11,10,147,41.79,10
No,Extreme,14.61166,75.00116,NGO Report,376.92,12.95,110.63,30.51,63.71,79.92,1,0.595,3,2,38,49.63,5
No,Extreme,36.461028,68.242391,NGO Report,415.84,10.7,40.2,44.7,74.84,33.18,1,0.44,2,1,141,22.01,5
No,Extreme,26.565505,68.204134,Local Authority,203.9,2.26,112.91,40.11,45.31,23.15,1,0.048,10,8,63,31.79,5
No,Severe,31.023719,76.338806,IMD,499.85,14.01,46.65,33.62,22.93,68.78,1,0.354,16,15,57,33.66,3
No,Moderate,19.184169,76.338735,Local Authority,170.01,0.75,56.58,35.71,82.68,86.56,0,0.908,1,0,165,37.22,5
Yes,Severe,17.347394,76.961697,Local Authority,438.85,0.02,142.98,36.29,69.27,78.95,1,0.16,17,9,25,10.06,4
No,Low,32.613716,81.023982,Satellite,494.38,14.79,93.69,29.05,29.61,39.69,0,0.753,17,6,46,13.11,3
Yes,Low,18.981012,71.898693,Satellite,184.39,11.41,70.61,27.74,78.6,13.85,0,0.012,11,13,173,30.75,6
No,Severe,21.223361,89.230556,Local Authority,239.39,7.59,26.13,12.98,95.59,57.37,0,0.55,2,11,193,29.27,3
Yes,Severe,36.018666,82.328876,Local Authority,412.82,2.81,138.05,18.1,43.7,65.94,0,0.2,16,11,10,28.41,2
Yes,High,31.122204,69.713962,Citizen Report,448,6.44,134.65,24.67,79.89,80.93,1,0.417,12,5,7,10.36,6
Yes,Extreme,9.570416,71.301328,Citizen Report,67.77,9.62,141.91,37.32,98.38,12.52,1,0.602,0,0,182,27.99,10
Yes,Severe,24.930634,90.037547,IMD,314.14,6.64,141.84,35.43,89.15,58.01,1,0.961,20,11,41,14.1,1
Yes,Moderate,19.603654,72.160607,Local Authority,186.19,14.65,46.23,26.93,42.75,47.92,0,0.832,0,8,73,46.53,5
Yes,Severe,12.219012,76.264275,NGO Report,343.31,2.32,37.77,10.74,31.94,40.29,0,0.562,20,7,149,26.87,4
Yes,Extreme,32.671813,85.311778,IMD,316.19,4.14,132.67,10.77,59.93,93.23,0,0.746,10,1,48,42.2,4
No,Severe,15.194025,94.927526,Local Authority,279.61,9.75,8.66,13.63,94.61,81.09,0,0.384,15,2,71,49.42,5
No,Extreme,9.495857,70.530293,NGO Report,77.5,13.88,67.49,13.84,42.21,57.98,0,0.334,20,6,199,33.03,6
No,Extreme,34.888767,96.759341,Satellite,227.08,7.34,46.31,22.75,42.31,71.57,0,0.416,17,9,19,19.75,4
Yes,Low,20.870209,76.980862,NGO Report,54.08,7.28,47.98,31.02,29.2,46.05,1,0.435,12,7,56,1.19,0
No,Moderate,9.489812,86.299074,Satellite,488.98,10.82,3.99,11.1,92.25,73.94,1,0.168,15,8,54,18.24,1
Yes,Extreme,35.488895,88.699068,Local Authority,184.29,5.44,82.64,20.24,62.61,99.14,0,0.075,9,2,162,24.38,0
Yes,Severe,35.756809,72.73091,Local Authority,385.43,14.03,19.97,22.55,24.7,99.25,1,0.337,0,4,35,45.71,5
Yes,Extreme,10.023471,68.301286,IMD,192.31,11.4,124.87,24.58,61.85,41.18,1,0.492,15,10,92,10.86,6
No,Low,34.916914,87.545779,Local Authority,435.98,4.23,61.24,19.06,85.12,98.82,1,0.747,15,2,1,1.83,3
No,Low,29.916663,88.140359,Satellite,483.29,5.79,17.38,16.91,53.04,32.86,1,0.424,1,1,16,36.15,3
No,Low,29.11977,73.775266,Satellite,39.58,13.92,16.58,42.91,41.78,23.08,0,0.321,8,2,183,20.71,5
No,Low,25.782914,77.97599,IMD,94,6.95,36.91,13.88,81.63,76.37,1,0.176,4,2,121,30.89,10
No,Extreme,34.850171,83.563821,Local Authority,228.03,9.77,145.67,30.04,57.69,40.86,0,0.655,5,6,105,49.46,4
No,Severe,8.043949,70.130366,Satellite,200.88,0.21,142.52,10.58,39.83,56.47,0,0.778,20,3,72,15.37,0
Yes,Extreme,27.329842,79.963455,Local Authority,88.32,7.56,89.38,25.18,29.38,98.98,0,0.872,1,3,125,20.61,4
Yes,High,18.905309,69.639208,Satellite,90.86,8.09,111.98,17.07,77.78,28.16,1,0.19,20,2,106,15.98,0
Yes,Extreme,16.553571,92.689004,Satellite,41.57,5.55,33.06,17.73,47.54,84.64,0,0.588,8,5,26,31.02,3
Yes,Low,11.052467,85.595118,NGO Report,107.47,4.07,92.6,31.9,81.34,48.48,0,0.11,17,10,131,14.35,6
Yes,High,20.177195,93.672818,Local Authority,216.95,0.23,114.48,12.27,41.81,71.1,0,0.749,6,3,53,11.45,7
No,High,23.005822,77.247729,IMD,367.92,1.26,128.53,26.49,37.1,53.48,0,0.652,14,3,199,44.04,7
No,High,24.075141,96.075499,Citizen Report,4.06,4.66,118.51,17.26,88.97,14.77,1,0.302,14,6,52,18.15,2
Yes,Severe,13.346762,95.139921,Local Authority,180.1,12,135.44,10.37,30.46,43.15,1,0.471,10,11,13,2.85,10
No,Low,27.321987,89.381374,NGO Report,297.56,4.41,21.12,15.13,64.09,13.77,1,0.243,17,13,70,39.52,8
No,High,27.321122,73.815588,Satellite,233.24,8.53,116.18,10.23,32.55,67.07,0,0.622,16,10,121,15.16,4
Yes,High,29.87942,75.342184,Local Authority,227.72,6.73,146.08,17.59,23.85,69.02,0,0.725,0,10,35,36.57,10
Yes,Extreme,30.140397,71.791017,Local Authority,233.95,6.65,61.21,21.69,22.94,52.87,1,0.344,0,1,35,10.04,3
No,Moderate,36.300449,94.98344,NGO Report,2.04,2.27,123.74,25.56,66.16,99.72,1,0.042,5,7,31,15.78,8
Yes,Moderate,34.39194,83.726097,IMD,354.34,6.67,146.84,30.05,81.55,67.5,1,0.264,4,2,195,35.86,6
No,Low,12.411462,78.933069,NGO Report,237.12,0.41,141.22,10.94,42.2,41.45,1,0.971,17,0,167,43.22,1
Yes,Low,22.872614,85.790418,Local Authority,380.05,2.68,65.68,32.15,99,92.51,0,0.042,5,2,20,32.71,7
No,High,34.189703,96.174816,Citizen Report,453.23,3.32,7.29,31.97,20,45.63,0,0.783,1,4,102,7.97,5
Yes,High,36.80931,77.682949,IMD,285.15,5.45,141.61,33.89,40.62,79.7,1,0.637,8,8,126,39.08,2
No,Low,27.593172,89.97708,NGO Report,134.7,4.88,132.74,43.02,35.49,74.86,1,0.519,12,7,101,8.99,9
No,High,16.645744,74.671115,Local Authority,175.87,9.29,55.98,31.78,34.47,44.83,1,0.566,18,13,195,24.79,10
Yes,Moderate,10.617384,73.016925,Local Authority,420.35,14.7,23.63,32.48,51.99,41.49,1,0.685,11,11,152,11.09,9
No,Severe,22.54715,81.8509,IMD,446.08,7.47,87.43,33.53,47.07,58.28,1,0.367,5,15,48,4.87,3
No,Low,34.859631,85.882372,NGO Report,263.47,4.22,63.55,20.05,91.33,23.9,1,0.977,2,13,79,10.32,9
Yes,Low,15.246376,96.402312,Satellite,126.51,6.66,113.11,40.01,70.28,43.6,1,0.992,18,3,9,12.79,9
No,Moderate,23.361149,80.118105,Citizen Report,360.29,11.5,67.31,25.11,26.19,16.3,0,0.02,20,9,170,19.94,1
No,Severe,21.986178,78.683163,Citizen Report,426.72,14.97,39.75,42.49,79.4,92.11,1,0.899,13,7,45,49.7,6
Yes,Low,29.453359,80.669476,Satellite,182.86,11.5,113.04,34.01,28.85,74.46,1,0.304,17,13,160,12.16,3
No,Severe,17.903237,82.399161,IMD,7.44,9.26,82.29,35.57,55.95,34.74,1,0.787,7,7,182,0.55,1
No,Severe,25.994981,93.221416,IMD,153.92,2.2,105.23,39.89,45.84,29.14,1,0.062,14,7,105,26.14,5
No,Extreme,35.789318,88.388259,Citizen Report,384.23,12.73,51.29,27.3,70.31,65.95,1,0.268,10,10,115,1.55,8
No,Severe,22.528865,70.983549,Satellite,422.64,5.08,95.07,19.63,34.62,11.78,1,0.242,12,6,150,14.06,1
Yes,High,24.909064,91.242001,NGO Report,276.8,9.93,90.71,25.8,41.15,29.06,1,0.446,18,4,125,41.08,4
No,High,24.178691,89.347837,IMD,60.25,14.56,91.42,12.33,83.37,66.57,1,0.999,9,0,9,14.25,9
No,Severe,33.80006,74.574344,Citizen Report,339.11,13.46,77.27,24.39,59.68,23.14,0,0.127,13,2,112,31.52,3
Yes,Low,16.801569,81.87045,IMD,172.12,13.43,145.81,42.82,23.65,28.21,1,0.134,14,0,153,46.3,8
Yes,Extreme,13.933679,95.179369,Local Authority,3.8,6.81,0.32,17.98,63.02,55.48,1,0.343,16,0,16,1.27,4
Yes,Low,10.383432,93.018292,NGO Report,204.81,9.89,139.74,21.31,58.46,67.79,0,0.581,13,6,140,31.19,9
No,High,27.788853,94.463736,Satellite,192.13,11.37,100.8,34.3,50.6,65.73,0,0.971,10,11,15,45.86,3
Yes,Severe,24.821079,94.108951,IMD,1.24,11.31,18.3,12.83,28.33,84.51,1,0.071,6,3,54,9.59,9
Yes,Severe,27.748716,87.765381,IMD,24.43,0.45,84.31,20.56,93.97,19.1,1,0.73,4,13,189,33.43,6
Yes,Severe,34.07632,87.885269,IMD,332.61,10.71,117.17,29.18,64.27,76.18,0,0.643,5,11,36,20.04,10
Yes,Low,20.029281,77.765014,NGO Report,197.07,6.64,32.2,21.05,95.26,57.31,1,0.093,7,13,19,45.22,5
No,Severe,16.75721,83.549271,NGO Report,98.7,12.69,149.52,42.86,43.95,83.41,1,0.562,18,6,96,23.99,0
No,Severe,18.400609,70.275822,IMD,1.97,0.11,11.98,23.59,68.34,88.27,0,0.732,12,9,21,22.73,2
No,High,11.270376,83.40588,Citizen Report,429.05,2.86,84.01,44.13,64,25.77,1,1,3,11,8,36.61,0
Yes,Moderate,31.567505,79.146544,NGO Report,363.14,11.71,42.1,12.33,99.49,35.38,0,0.971,4,10,48,29.01,4
Yes,Severe,25.528738,87.785403,IMD,235.11,3.78,141.83,37.26,50.94,53.49,1,0.366,10,10,52,10.39,8
No,Moderate,22.929348,85.903456,Satellite,271.03,6.93,13.02,23.33,73.01,20.93,1,0.478,2,2,6,5.34,3
Yes,Extreme,22.373673,69.319636,Local Authority,297.3,11.55,81.74,10.34,62.57,51.32,0,0.913,13,10,155,21.06,1
Yes,Severe,19.15071,86.776756,Local Authority,333.44,12.34,145.49,35.81,65.27,71.2,1,0.631,17,4,168,35.23,0
Yes,Severe,16.595232,89.227353,Citizen Report,133.3,6.3,68.35,41.29,26.58,61.49,1,0.796,14,7,97,38.96,4
Yes,Moderate,19.791568,74.57303,IMD,247.67,7.47,145.19,25.88,58.45,23.62,1,0.686,20,1,75,32.04,3
Yes,Moderate,15.686197,89.443229,Citizen Report,207.74,5.57,54.8,24.45,28.34,91.03,1,0.497,2,7,48,43.75,0
Yes,Extreme,32.041466,71.9311,Local Authority,150.02,6.98,93.02,37.71,99.72,16.4,1,0.03,10,1,73,18.87,0
No,High,13.919406,84.032487,Local Authority,39.55,13.81,79.28,40.25,45.75,15.89,0,0.383,18,9,138,13.13,2
Yes,Low,15.151602,88.258362,NGO Report,164.7,9.77,31.35,20.27,76.87,22.86,1,0.565,8,6,156,36.8,2
No,Severe,31.46619,75.12888,Local Authority,286.92,10.13,127.49,24.81,68.12,81.47,1,0.756,18,3,78,20.76,8
No,High,21.335812,84.732324,NGO Report,175.27,10.53,54.61,14.34,27.23,27.75,1,0.85,17,5,194,10.08,10
Yes,Severe,16.63596,87.317855,IMD,118.81,8.1,25.48,28.71,39.06,73.25,0,0.5,5,11,110,14.32,0
No,Low,32.011996,77.342977,IMD,22.64,7.86,25.29,39.55,33.3,82.44,0,0.884,15,5,87,32.92,3
No,Low,21.141042,72.567109,NGO Report,169.83,7.03,41.93,24.88,72.78,38.17,1,0.269,12,0,102,8.04,0
Yes,Moderate,15.935597,91.187961,IMD,440.54,12.55,121.28,42.22,38.12,78.45,0,0.802,4,12,79,28.49,5
No,Extreme,31.202248,76.42314,Local Authority,94.01,10.4,56.55,33.85,70.2,86.81,0,0.827,7,6,132,26.86,3
No,Severe,11.642437,95.41399,Citizen Report,496.83,13.6,127.2,18.73,90.66,60.19,0,0.448,14,13,137,42.95,7
No,Moderate,15.319449,69.742901,IMD,118.63,5.58,121.94,42.03,41.33,97.43,0,0.562,17,7,146,31.84,10
Yes,Severe,10.066391,84.114742,IMD,83.35,2.9,86.97,35.14,63.1,34.67,0,0.986,2,5,173,17.23,8
Yes,Moderate,12.616116,84.712357,Local Authority,362.54,14.35,44.4,21.25,97.58,92.74,0,0.419,2,8,157,47.52,7
No,Low,24.809655,89.198627,Local Authority,76.67,10.83,124.8,23.73,82.74,33.78,0,0.013,13,5,87,43.3,0
No,Low,27.125855,78.236303,Citizen Report,311.35,11.99,77.94,38.94,20.19,26.01,1,0.687,20,1,177,10.11,2
Yes,Low,26.641254,75.254492,Local Authority,1.59,9.49,7.01,44.32,96.52,74.69,1,0.468,3,0,116,44.94,10
No,High,12.877749,80.710853,Citizen Report,31.07,7.99,94.13,32.82,40.89,65.55,0,0.706,14,7,182,40.07,3
Yes,High,10.207684,86.137198,Local Authority,171.58,8.12,77.81,27.72,82.03,13.14,1,0.213,10,8,155,12.74,1
Yes,Low,25.860518,92.318308,Local Authority,118.18,7.88,73.18,37.55,85.68,56.96,1,0.531,1,10,28,10.55,0
Yes,Low,13.776871,92.081172,NGO Report,57.23,8.19,135.29,29.54,36.73,60.51,0,0.848,13,12,76,39.17,8
Yes,Severe,32.308003,78.400429,Satellite,11.3,3.49,128.29,34.4,28.86,50.88,1,0.397,19,5,55,35.4,7
No,High,9.429336,91.850435,Satellite,401.65,3.92,68.91,25.41,54.67,21.9,1,0.214,7,2,86,23.85,8
No,Extreme,26.179301,84.95602,IMD,453.56,8.31,39.61,29.45,73.64,65.5,1,0.642,14,1,142,14.53,6
Yes,High,29.573388,89.246317,Local Authority,234.09,4.41,40.48,26.1,63.65,19.95,0,0.777,7,9,145,45.64,3
No,Moderate,8.088443,82.498061,Citizen Report,24.5,4.35,132.44,19.43,95.05,22.96,0,0.824,10,10,193,38.19,9
No,Moderate,14.813839,71.557591,Local Authority,418.28,1.3,69.14,32.21,94.83,85.61,0,0.16,10,14,192,26.66,2
No,Extreme,12.761528,87.598406,Local Authority,453.78,5.92,67.78,43.66,37.5,30.82,0,0.058,0,8,82,13.71,0
Yes,Extreme,27.642118,75.615659,Local Authority,446.28,13.6,81.37,31.81,42.55,62.09,0,0.983,4,15,169,22,0
No,Low,24.005727,86.057686,IMD,396.56,14.47,74.66,34.47,96.3,95.09,1,0.77,6,9,199,49.6,7
Yes,High,35.198103,75.730326,NGO Report,493.65,12.46,26.83,38.85,85.38,63.98,0,0.96,3,11,29,34.05,8
Yes,Severe,9.285295,94.82056,Citizen Report,325.26,3.51,51.93,38.43,24.93,61.06,0,0.957,8,5,104,45.83,2
No,Extreme,14.275153,94.786346,NGO Report,200.18,5.82,57.87,25.42,88.55,70.69,0,0.546,7,7,179,43.19,0
Yes,High,9.008692,82.79326,Local Authority,301.14,2.28,54.55,26.84,32.21,46.64,0,0.215,19,13,80,42.28,5
Yes,Low,15.17842,72.091954,Local Authority,147.23,6.83,56.64,10.01,87.85,71.25,0,0.648,12,2,147,27.76,7
No,Low,22.121506,71.346524,IMD,163.09,11.56,132.23,39.38,34.06,98.49,1,0.247,9,3,167,17.12,3
Yes,Low,29.69591,88.390792,Citizen Report,194.29,3.18,97.2,39.85,20.08,75.39,1,0.271,0,12,189,13.35,3
No,Moderate,23.853938,72.756712,Local Authority,100.41,7.15,149.42,38.36,31.94,62.08,0,0.263,9,4,139,32.04,3
No,High,33.754376,86.950047,Citizen Report,455.03,6.26,92.48,38.93,43.08,49.11,1,0.628,3,4,46,19.14,6
Yes,Extreme,18.933275,79.52357,IMD,479.6,14.74,43.76,39.01,86.68,10.36,1,0.255,8,13,192,47.86,6
No,Severe,20.894803,74.522866,Citizen Report,187.43,8.66,88.62,37.65,53.48,80.06,0,0.199,5,0,190,17.44,5
Yes,Extreme,32.120954,96.908425,Local Authority,20.04,7.68,134.47,24.58,44.22,96.03,0,0.963,0,15,171,38.24,8
Yes,Severe,28.580757,93.918083,Local Authority,350.92,3.47,70.04,12.82,88.44,92.75,0,0.96,11,10,109,39.12,6
No,Extreme,14.778659,73.449296,IMD,140.58,6.1,18.92,22.57,75.36,36.34,0,0.158,14,12,117,40.82,5
No,High,12.4696,76.406957,NGO Report,470.1,10.61,29.94,20.82,34.84,59.01,1,0.483,15,13,189,49.93,7
Yes,High,26.415342,77.002814,NGO Report,456.7,13.16,143.17,42.76,68.72,89.41,1,0.393,10,4,9,48.21,0
No,High,31.323787,94.827338,IMD,425.84,14.16,20.39,41.21,43.29,30.36,1,0.052,7,12,142,38.07,5
Yes,Moderate,35.256783,82.719475,Local Authority,248.3,5.88,142.08,15.3,53.07,15.35,0,0.666,0,12,6,45.57,5
No,Extreme,24.296964,92.417332,Satellite,455.95,13.54,128.36,27.23,78.54,93.57,1,0.378,15,2,24,14.87,1
Yes,Low,31.559238,82.914293,Satellite,378.99,1.92,64.98,17.78,37.14,23.41,1,0.376,13,4,142,16.44,7
Yes,Moderate,34.70376,89.132034,Citizen Report,395.11,11.24,135.54,10.52,93.52,66.41,1,0.333,2,7,37,2.16,3
No,Low,16.258976,89.230807,NGO Report,98.13,10.32,133.37,38.96,65.8,32.13,1,0.824,9,10,89,27.22,3
Yes,High,13.934726,78.426744,NGO Report,107.27,5.25,35.36,12.4,27.02,55.19,0,0.415,16,5,60,3.74,8
No,High,27.423198,81.520443,Local Authority,485.2,3.57,50.75,26.67,30.23,14.58,1,0.446,17,15,106,11.76,5
Yes,Moderate,33.406966,68.56969,NGO Report,396.08,5.33,51.31,19.98,83.99,12.21,1,0.906,9,6,23,1.12,2
Yes,Extreme,22.445791,71.376004,IMD,144.92,11.37,137.24,20.93,94.51,59.25,1,0.479,10,5,90,33.89,2
Yes,Extreme,29.133693,85.314449,IMD,123.87,3.45,0.86,44.9,38.52,53.59,1,0.209,4,13,106,44.08,5
No,High,18.725394,83.819675,NGO Report,434.53,3.56,139.21,33.92,48.45,11.42,1,0.921,3,4,68,31.46,3
No,Severe,11.292499,76.130694,Citizen Report,450.1,11.97,111.88,40.81,77.41,50.12,1,0.784,11,10,102,48.89,1
No,Moderate,18.467087,70.4345,Citizen Report,273,13.99,7.02,17.56,54.68,31.15,0,0.867,17,8,0,41.01,4
Yes,High,13.055133,76.448653,Satellite,219.71,8.41,110.05,30.16,31.48,18,1,0.386,2,10,167,17.16,5
Yes,Severe,17.907716,92.056938,NGO Report,342.06,12.19,128.02,27.87,30.12,45.23,0,0.878,5,9,66,16.64,0
Yes,Severe,8.167263,91.647116,Satellite,145.94,8.92,17.48,20.6,32.94,45.77,0,0.226,1,5,133,34.39,10
Yes,Extreme,26.207493,84.679737,IMD,261.62,0.61,47.7,37.65,36.54,57.97,1,0.586,4,5,16,11.69,8
Yes,Low,22.511471,82.932076,NGO Report,126.26,10,30.29,27.7,78.45,27.29,1,0.568,10,7,140,28.56,5
No,Extreme,19.955549,81.0813,Local Authority,193.64,1.24,20.71,37.63,21.9,27.51,0,0.78,15,9,21,18.96,9
No,High,11.304498,96.642923,IMD,495.42,1.34,88.27,20.17,33.36,63.07,0,0.988,15,11,74,32.06,8
Yes,Extreme,17.522462,68.559258,Citizen Report,247.28,8.34,70.7,42.24,97.46,21.42,1,0.499,9,9,56,23.79,9
Yes,Severe,30.747617,75.996828,NGO Report,166.87,11.36,9.53,30.02,96.85,39.69,0,0.753,16,2,67,32.48,3
Yes,Extreme,11.795278,91.199145,NGO Report,426.56,13.53,102.32,21.05,49.1,50.89,1,0.216,13,8,109,9.71,2
No,Low,21.4824,73.872077,Citizen Report,69.49,11.7,145.65,38.29,21.48,21.96,1,0.803,18,12,29,1.82,0
